temperature_keV,density_requested_g_cm3,density_used_g_cm3,density_was_clipped,photon_energy_keV,rosseland_multigroup_cm2_g,planck_multigroup_cm2_g
0.007,0.00011768,0.00011768,false,0.16791,2.8773,2.7909
0.007,0.00011768,0.00011768,false,0.24902,0.98952,0.8414
0.007,0.00011768,0.00011768,false,0.36932,0.39736,0.23965
0.007,0.00011768,0.00011768,false,0.54772,0.22583,0.066846
0.007,0.00011768,0.00011768,false,0.81231,0.17823,0.019059
0.007,0.00011768,0.00011768,false,1.2047,0.16365,0.0046887
0.007,0.00011768,0.00011768,false,1.7867,0.15982,0.0013442
0.007,0.00011768,0.00011768,false,2.6497,0.15803,0.00035825
0.007,0.00011768,0.00011768,false,3.9297,0.15655,0.000096668
0.007,0.00011768,0.00011768,false,5.828,0.1547,0.000026652
0.007,0.00011768,0.00011768,false,8.6433,0.15211,0.0000076188
0.007,0.00011768,0.00011768,false,12.819,0.14844,0.0000022822
0.007,0.00011768,0.00011768,false,19.011,0.14333,7.2948e-7
0.007,0.00011768,0.00011768,false,28.194,0.1364,2.5133e-7
0.007,0.00011768,0.00011768,false,41.814,0.12737,9.3404e-8
0.007,0.00011768,0.00011768,false,62.013,0.11614,3.7e-8
0.007,0.00011768,0.00011768,false,91.969,0.10308,1.5401e-8
0.007,0.00011768,0.00011768,false,136.4,0.088969,6.6302e-9
0.007,0.00011768,0.00011768,false,202.28,0.074951,2.9168e-9
0.007,0.00013849,0.00013849,false,0.001,98884,105220
0.007,0.00013849,0.00013849,false,0.0014831,50187,51339
0.007,0.00013849,0.00013849,false,0.0021995,22514,24049
0.007,0.00013849,0.00013849,false,0.003262,9093.2,9764.4
0.007,0.00013849,0.00013849,false,0.0048377,3587.6,3891.5
0.007,0.00013849,0.00013849,false,0.0071746,2364.3,11169
0.007,0.00013849,0.00013849,false,0.01064,4918.9,5169.2
0.007,0.00013849,0.00013849,false,0.01578,2063.9,2305.7
0.007,0.00013849,0.00013849,false,0.023403,733.36,835.25
0.007,0.00013849,0.00013849,false,0.034709,251.43,288.42
0.007,0.00013849,0.00013849,false,0.051475,86.41,98.237
0.007,0.00013849,0.00013849,false,0.076341,30.032,32.947
0.007,0.00013849,0.00013849,false,0.11322,10.186,10.57
0.007,0.00013849,0.00013849,false,0.16791,3.3403,3.2671
0.007,0.00013849,0.00013849,false,0.24902,1.1306,0.98474
0.007,0.00013849,0.00013849,false,0.36932,0.43766,0.28037
0.007,0.00013849,0.00013849,false,0.54772,0.237,0.078154
0.007,0.00013849,0.00013849,false,0.81231,0.18137,0.022262
0.007,0.00013849,0.00013849,false,1.2047,0.1644,0.0054647
0.007,0.00013849,0.00013849,false,1.7867,0.16003,0.0015625
0.007,0.00013849,0.00013849,false,2.6497,0.15808,0.00041426
0.007,0.00013849,0.00013849,false,3.9297,0.15656,0.00011082
0.007,0.00013849,0.00013849,false,5.828,0.1547,0.000030133
0.007,0.00013849,0.00013849,false,8.6433,0.15211,0.0000084327
0.007,0.00013849,0.00013849,false,12.819,0.14844,0.0000024508
0.007,0.00013849,0.00013849,false,19.011,0.14333,7.5365e-7
0.007,0.00013849,0.00013849,false,28.194,0.1364,2.4866e-7
0.007,0.00013849,0.00013849,false,41.814,0.12737,8.8633e-8
0.007,0.00013849,0.00013849,false,62.013,0.11614,3.3905e-8
0.007,0.00013849,0.00013849,false,91.969,0.10308,1.3752e-8
0.007,0.00013849,0.00013849,false,136.4,0.088969,5.8173e-9
0.007,0.00013849,0.00013849,false,202.28,0.074951,2.5309e-9
0.007,0.00016298,0.00016298,false,0.001,115230,122570
0.007,0.00016298,0.00016298,false,0.0014831,58001,59308
0.007,0.00016298,0.00016298,false,0.0021995,26181,27977
0.007,0.00016298,0.00016298,false,0.003262,10573,11353
0.007,0.00016298,0.00016298,false,0.0048377,4170.6,4523.9
0.007,0.00016298,0.00016298,false,0.0071746,2784.8,12872
0.007,0.00016298,0.00016298,false,0.01064,5810.1,6097.9
0.007,0.00016298,0.00016298,false,0.01578,2411.5,2694
0.007,0.00016298,0.00016298,false,0.023403,856.87,975.95
0.007,0.00016298,0.00016298,false,0.034709,293.75,337
0.007,0.00016298,0.00016298,false,0.051475,100.94,114.78
0.007,0.00016298,0.00016298,false,0.076341,35.06,38.496
0.007,0.00016298,0.00016298,false,0.11322,11.873,12.35
0.007,0.00016298,0.00016298,false,0.16791,3.8747,3.8168
0.007,0.00016298,0.00016298,false,0.24902,1.2935,1.1502
0.007,0.00016298,0.00016298,false,0.36932,0.48417,0.32737
0.007,0.00016298,0.00016298,false,0.54772,0.24989,0.091207
0.007,0.00016298,0.00016298,false,0.81231,0.185,0.02596
0.007,0.00016298,0.00016298,false,1.2047,0.16527,0.0063616
0.007,0.00016298,0.00016298,false,1.7867,0.16026,0.0018151
0.007,0.00016298,0.00016298,false,2.6497,0.15814,0.00047925
0.007,0.00016298,0.00016298,false,3.9297,0.15658,0.00012732
0.007,0.00016298,0.00016298,false,5.828,0.1547,0.000034231
0.007,0.00016298,0.00016298,false,8.6433,0.15211,0.0000094099
0.007,0.00016298,0.00016298,false,12.819,0.14844,0.0000026629
0.007,0.00016298,0.00016298,false,19.011,0.14333,7.8958e-7
0.007,0.00016298,0.00016298,false,28.194,0.1364,2.4926e-7
0.007,0.00016298,0.00016298,false,41.814,0.12737,8.4808e-8
0.007,0.00016298,0.00016298,false,62.013,0.11614,3.1098e-8
0.007,0.00016298,0.00016298,false,91.969,0.10308,1.2198e-8
0.007,0.00016298,0.00016298,false,136.4,0.088969,5.0381e-9
0.007,0.00016298,0.00016298,false,202.28,0.074951,2.1577e-9
0.007,0.00019179,0.00019179,false,0.001,132910,141230
0.007,0.00019179,0.00019179,false,0.0014831,66392,67933
0.007,0.00019179,0.00019179,false,0.0021995,30024,32081
0.007,0.00019179,0.00019179,false,0.003262,12134,13030
0.007,0.00019179,0.00019179,false,0.0048377,4785.7,5191.1
0.007,0.00019179,0.00019179,false,0.0071746,3268,14381
0.007,0.00019179,0.00019179,false,0.01064,6824.2,7168.3
0.007,0.00019179,0.00019179,false,0.01578,2794.4,3121.8
0.007,0.00019179,0.00019179,false,0.023403,992.92,1130.9
0.007,0.00019179,0.00019179,false,0.034709,340.38,390.51
0.007,0.00019179,0.00019179,false,0.051475,116.95,133.02
0.007,0.00019179,0.00019179,false,0.076341,40.605,44.612
0.007,0.00019179,0.00019179,false,0.11322,13.733,14.312
0.007,0.00019179,0.00019179,false,0.16791,4.4642,4.4228
0.007,0.00019179,0.00019179,false,0.24902,1.4731,1.3326
0.007,0.00019179,0.00019179,false,0.36932,0.53548,0.37921
0.007,0.00019179,0.00019179,false,0.54772,0.26411,0.10561
0.007,0.00019179,0.00019179,false,0.81231,0.18901,0.030046
0.007,0.00019179,0.00019179,false,1.2047,0.16623,0.0073553
0.007,0.00019179,0.00019179,false,1.7867,0.16053,0.0020963
0.007,0.00019179,0.00019179,false,2.6497,0.1582,0.00055226
0.007,0.00019179,0.00019179,false,3.9297,0.15659,0.00014618
0.007,0.00019179,0.00019179,false,5.828,0.15471,0.00003906
0.007,0.00019179,0.00019179,false,8.6433,0.15211,0.000010633
0.007,0.00019179,0.00019179,false,12.819,0.14844,0.0000029642
0.007,0.00019179,0.00019179,false,19.011,0.14333,8.6026e-7
0.007,0.00019179,0.00019179,false,28.194,0.1364,2.6415e-7
0.007,0.00019179,0.00019179,false,41.814,0.12737,8.7099e-8
0.007,0.00019179,0.00019179,false,62.013,0.11614,3.0972e-8
0.007,0.00019179,0.00019179,false,91.969,0.10308,1.1837e-8
0.007,0.00019179,0.00019179,false,136.4,0.088969,4.7949e-9
0.007,0.00019179,0.00019179,false,202.28,0.074951,2.0266e-9
0.007,0.0002257,0.0002257,false,0.001,153720,163190
0.007,0.0002257,0.0002257,false,0.0014831,76261,78082
0.007,0.0002257,0.0002257,false,0.0021995,34547,36911
0.007,0.0002257,0.0002257,false,0.003262,13972,15004
0.007,0.0002257,0.0002257,false,0.0048377,5509.5,5976.3
0.007,0.0002257,0.0002257,false,0.0071746,3831.6,16157
0.007,0.0002257,0.0002257,false,0.01064,8005.1,8428
0.007,0.0002257,0.0002257,false,0.01578,3244.9,3625.1
0.007,0.0002257,0.0002257,false,0.023403,1153,1313.3
0.007,0.0002257,0.0002257,false,0.034709,395.25,453.48
0.007,0.0002257,0.0002257,false,0.051475,135.79,154.48
0.007,0.0002257,0.0002257,false,0.076341,47.129,51.809
0.007,0.0002257,0.0002257,false,0.11322,15.922,16.621
0.007,0.0002257,0.0002257,false,0.16791,5.1578,5.1359
0.007,0.0002257,0.0002257,false,0.24902,1.6844,1.5473
0.007,0.0002257,0.0002257,false,0.36932,0.59585,0.44022
0.007,0.0002257,0.0002257,false,0.54772,0.28084,0.12255
0.007,0.0002257,0.0002257,false,0.81231,0.19372,0.034855
0.007,0.0002257,0.0002257,false,1.2047,0.16735,0.0085246
0.007,0.0002257,0.0002257,false,1.7867,0.16084,0.0024272
0.007,0.0002257,0.0002257,false,2.6497,0.15828,0.00063818
0.007,0.0002257,0.0002257,false,3.9297,0.15661,0.00016836
0.007,0.0002257,0.0002257,false,5.828,0.15471,0.000044743
0.007,0.0002257,0.0002257,false,8.6433,0.15211,0.000012073
0.007,0.0002257,0.0002257,false,12.819,0.14844,0.0000033188
0.007,0.0002257,0.0002257,false,19.011,0.14333,9.4344e-7
0.007,0.0002257,0.0002257,false,28.194,0.1364,2.8167e-7
0.007,0.0002257,0.0002257,false,41.814,0.12737,8.9794e-8
0.007,0.0002257,0.0002257,false,62.013,0.11614,3.0824e-8
0.007,0.0002257,0.0002257,false,91.969,0.10308,1.1412e-8
0.007,0.0002257,0.0002257,false,136.4,0.088969,4.5088e-9
0.007,0.0002257,0.0002257,false,202.28,0.074951,1.8722e-9
0.007,0.00026561,0.00026561,false,0.001,178210,189030
0.007,0.00026561,0.00026561,false,0.0014831,87869,90026
0.007,0.00026561,0.00026561,false,0.0021995,39869,42595
0.007,0.00026561,0.00026561,false,0.003262,16135,17326
0.007,0.00026561,0.00026561,false,0.0048377,6361.4,6900.3
0.007,0.00026561,0.00026561,false,0.0071746,4491,18248
0.007,0.00026561,0.00026561,false,0.01064,9385.6,9910.5
0.007,0.00026561,0.00026561,false,0.01578,3775.1,4217.5
0.007,0.00026561,0.00026561,false,0.023403,1341.5,1528
0.007,0.00026561,0.00026561,false,0.034709,459.82,527.59
0.007,0.00026561,0.00026561,false,0.051475,157.96,179.73
0.007,0.00026561,0.00026561,false,0.076341,54.807,60.279
0.007,0.00026561,0.00026561,false,0.11322,18.498,19.338
0.007,0.00026561,0.00026561,false,0.16791,5.9741,5.9752
0.007,0.00026561,0.00026561,false,0.24902,1.9331,1.7999
0.007,0.00026561,0.00026561,false,0.36932,0.66689,0.51201
0.007,0.00026561,0.00026561,false,0.54772,0.30053,0.1425
0.007,0.00026561,0.00026561,false,0.81231,0.19927,0.040513
0.007,0.00026561,0.00026561,false,1.2047,0.16868,0.0099007
0.007,0.00026561,0.00026561,false,1.7867,0.16121,0.0028166
0.007,0.00026561,0.00026561,false,2.6497,0.15837,0.00073928
0.007,0.00026561,0.00026561,false,3.9297,0.15663,0.00019447
0.007,0.00026561,0.00026561,false,5.828,0.15472,0.000051432
0.007,0.00026561,0.00026561,false,8.6433,0.15211,0.000013767
0.007,0.00026561,0.00026561,false,12.819,0.14844,0.0000037361
0.007,0.00026561,0.00026561,false,19.011,0.14333,0.0000010413
0.007,0.00026561,0.00026561,false,28.194,0.1364,3.0229e-7
0.007,0.00026561,0.00026561,false,41.814,0.12737,9.2966e-8
0.007,0.00026561,0.00026561,false,62.013,0.11614,3.065e-8
0.007,0.00026561,0.00026561,false,91.969,0.10308,1.0912e-8
0.007,0.00026561,0.00026561,false,136.4,0.088969,4.172e-9
0.007,0.00026561,0.00026561,false,202.28,0.074951,1.6906e-9
0.007,0.00031257,0.00031257,false,0.001,207030,219440
0.007,0.00031257,0.00031257,false,0.0014831,101530,104080
0.007,0.00031257,0.00031257,false,0.0021995,46132,49283
0.007,0.00031257,0.00031257,false,0.003262,18680,20059
0.007,0.00031257,0.00031257,false,0.0048377,7363.8,7987.6
0.007,0.00031257,0.00031257,false,0.0071746,5263.9,20708
0.007,0.00031257,0.00031257,false,0.01064,11003,11655
0.007,0.00031257,0.00031257,false,0.01578,4399,4914.5
0.007,0.00031257,0.00031257,false,0.023403,1563.2,1780.6
0.007,0.00031257,0.00031257,false,0.034709,535.8,614.8
0.007,0.00031257,0.00031257,false,0.051475,184.05,209.44
0.007,0.00031257,0.00031257,false,0.076341,63.843,70.246
0.007,0.00031257,0.00031257,false,0.11322,21.53,22.536
0.007,0.00031257,0.00031257,false,0.16791,6.9348,6.9628
0.007,0.00031257,0.00031257,false,0.24902,2.2258,2.0972
0.007,0.00031257,0.00031257,false,0.36932,0.75049,0.5965
0.007,0.00031257,0.00031257,false,0.54772,0.3237,0.16597
0.007,0.00031257,0.00031257,false,0.81231,0.2058,0.047172
0.007,0.00031257,0.00031257,false,1.2047,0.17024,0.01152
0.007,0.00031257,0.00031257,false,1.7867,0.16164,0.0032748
0.007,0.00031257,0.00031257,false,2.6497,0.15848,0.00085827
0.007,0.00031257,0.00031257,false,3.9297,0.15666,0.0002252
0.007,0.00031257,0.00031257,false,5.828,0.15472,0.000059302
0.007,0.00031257,0.00031257,false,8.6433,0.15212,0.00001576
0.007,0.00031257,0.00031257,false,12.819,0.14844,0.0000042271
0.007,0.00031257,0.00031257,false,19.011,0.14333,0.0000011565
0.007,0.00031257,0.00031257,false,28.194,0.1364,3.2656e-7
0.007,0.00031257,0.00031257,false,41.814,0.12737,9.67e-8
0.007,0.00031257,0.00031257,false,62.013,0.11614,3.0445e-8
0.007,0.00031257,0.00031257,false,91.969,0.10308,1.0324e-8
0.007,0.00031257,0.00031257,false,136.4,0.088969,3.7757e-9
0.007,0.00031257,0.00031257,false,202.28,0.074951,1.4769e-9
0.007,0.00036784,0.00036784,false,0.001,240950,255230
0.007,0.00036784,0.00036784,false,0.0014831,117590,120620
0.007,0.00036784,0.00036784,false,0.0021995,53502,57155
0.007,0.00036784,0.00036784,false,0.003262,21675,23275
0.007,0.00036784,0.00036784,false,0.0048377,8543.5,9267.2
0.007,0.00036784,0.00036784,false,0.0071746,6171,23603
0.007,0.00036784,0.00036784,false,0.01064,12902,13708
0.007,0.00036784,0.00036784,false,0.01578,5133.2,5734.9
0.007,0.00036784,0.00036784,false,0.023403,1824.1,2077.8
0.007,0.00036784,0.00036784,false,0.034709,625.23,717.42
0.007,0.00036784,0.00036784,false,0.051475,214.76,244.41
0.007,0.00036784,0.00036784,false,0.076341,74.476,81.976
0.007,0.00036784,0.00036784,false,0.11322,25.098,26.299
0.007,0.00036784,0.00036784,false,0.16791,8.0652,8.1251
0.007,0.00036784,0.00036784,false,0.24902,2.5702,2.4471
0.007,0.00036784,0.00036784,false,0.36932,0.84887,0.69592
0.007,0.00036784,0.00036784,false,0.54772,0.35096,0.19359
0.007,0.00036784,0.00036784,false,0.81231,0.21349,0.055009
0.007,0.00036784,0.00036784,false,1.2047,0.17208,0.013426
0.007,0.00036784,0.00036784,false,1.7867,0.16214,0.0038141
0.007,0.00036784,0.00036784,false,2.6497,0.1586,0.00099829
0.007,0.00036784,0.00036784,false,3.9297,0.15669,0.00026135
0.007,0.00036784,0.00036784,false,5.828,0.15473,0.000068565
0.007,0.00036784,0.00036784,false,8.6433,0.15212,0.000018106
0.007,0.00036784,0.00036784,false,12.819,0.14844,0.000004805
0.007,0.00036784,0.00036784,false,19.011,0.14333,0.0000012921
0.007,0.00036784,0.00036784,false,28.194,0.1364,3.5512e-7
0.007,0.00036784,0.00036784,false,41.814,0.12737,1.0109e-7
0.007,0.00036784,0.00036784,false,62.013,0.11614,3.0204e-8
0.007,0.00036784,0.00036784,false,91.969,0.10308,9.632e-9
0.007,0.00036784,0.00036784,false,136.4,0.088969,3.3093e-9
0.007,0.00036784,0.00036784,false,202.28,0.074951,1.2254e-9
0.007,0.00043288,0.00043288,false,0.001,280680,297130
0.007,0.00043288,0.00043288,false,0.0014831,136440,140030
0.007,0.00043288,0.00043288,false,0.0021995,62142,66381
0.007,0.00043288,0.00043288,false,0.003262,25186,27045
0.007,0.00043288,0.00043288,false,0.0048377,9926.3,10767
0.007,0.00043288,0.00043288,false,0.0071746,7232.2,26974
0.007,0.00043288,0.00043288,false,0.01064,15127,16119
0.007,0.00043288,0.00043288,false,0.01578,5995,6697.8
0.007,0.00043288,0.00043288,false,0.023403,2130.4,2426.7
0.007,0.00043288,0.00043288,false,0.034709,730.19,837.89
0.007,0.00043288,0.00043288,false,0.051475,250.8,285.46
0.007,0.00043288,0.00043288,false,0.076341,86.958,95.745
0.007,0.00043288,0.00043288,false,0.11322,29.285,30.717
0.007,0.00043288,0.00043288,false,0.16791,9.3922,9.4894
0.007,0.00043288,0.00043288,false,0.24902,2.9745,2.8578
0.007,0.00043288,0.00043288,false,0.36932,0.96434,0.81262
0.007,0.00043288,0.00043288,false,0.54772,0.38295,0.226
0.007,0.00043288,0.00043288,false,0.81231,0.22251,0.064207
0.007,0.00043288,0.00043288,false,1.2047,0.17423,0.015663
0.007,0.00043288,0.00043288,false,1.7867,0.16274,0.0044471
0.007,0.00043288,0.00043288,false,2.6497,0.15875,0.0011627
0.007,0.00043288,0.00043288,false,3.9297,0.15672,0.0003038
0.007,0.00043288,0.00043288,false,5.828,0.15473,0.000079441
0.007,0.00043288,0.00043288,false,8.6433,0.15212,0.000020862
0.007,0.00043288,0.00043288,false,12.819,0.14844,0.0000054845
0.007,0.00043288,0.00043288,false,19.011,0.14333,0.0000014518
0.007,0.00043288,0.00043288,false,28.194,0.1364,3.8891e-7
0.007,0.00043288,0.00043288,false,41.814,0.12737,1.0637e-7
0.007,0.00043288,0.00043288,false,62.013,0.11614,2.9977e-8
0.007,0.00043288,0.00043288,false,91.969,0.10308,8.8453e-9
0.007,0.00043288,0.00043288,false,136.4,0.088969,2.7737e-9
0.007,0.00043288,0.00043288,false,202.28,0.074951,9.3554e-10
0.007,0.00050941,0.00050941,false,0.001,316920,333970
0.007,0.00050941,0.00050941,false,0.0014831,155010,159270
0.007,0.00050941,0.00050941,false,0.0021995,70322,75106
0.007,0.00050941,0.00050941,false,0.003262,28519,30627
0.007,0.00050941,0.00050941,false,0.0048377,11235,12187
0.007,0.00050941,0.00050941,false,0.0071746,8226.3,28845
0.007,0.00050941,0.00050941,false,0.01064,17439,18663
0.007,0.00050941,0.00050941,false,0.01578,6879.3,7685.4
0.007,0.00050941,0.00050941,false,0.023403,2445.1,2785.2
0.007,0.00050941,0.00050941,false,0.034709,838,961.59
0.007,0.00050941,0.00050941,false,0.051475,287.85,327.65
0.007,0.00050941,0.00050941,false,0.076341,99.793,109.9
0.007,0.00050941,0.00050941,false,0.11322,33.594,35.259
0.007,0.00050941,0.00050941,false,0.16791,10.757,10.892
0.007,0.00050941,0.00050941,false,0.24902,3.39,3.2797
0.007,0.00050941,0.00050941,false,0.36932,1.0829,0.93245
0.007,0.00050941,0.00050941,false,0.54772,0.41576,0.25924
0.007,0.00050941,0.00050941,false,0.81231,0.23175,0.07364
0.007,0.00050941,0.00050941,false,1.2047,0.17644,0.017957
0.007,0.00050941,0.00050941,false,1.7867,0.16335,0.0050978
0.007,0.00050941,0.00050941,false,2.6497,0.1589,0.0013322
0.007,0.00050941,0.00050941,false,3.9297,0.15676,0.0003479
0.007,0.00050941,0.00050941,false,5.828,0.15474,0.00009089
0.007,0.00050941,0.00050941,false,8.6433,0.15212,0.000023835
0.007,0.00050941,0.00050941,false,12.819,0.14844,0.0000062519
0.007,0.00050941,0.00050941,false,19.011,0.14333,0.0000016488
0.007,0.00050941,0.00050941,false,28.194,0.1364,4.3909e-7
0.007,0.00050941,0.00050941,false,41.814,0.12737,1.1897e-7
0.007,0.00050941,0.00050941,false,62.013,0.11614,3.3047e-8
0.007,0.00050941,0.00050941,false,91.969,0.10308,9.5515e-9
0.007,0.00050941,0.00050941,false,136.4,0.088969,2.9155e-9
0.007,0.00050941,0.00050941,false,202.28,0.074951,9.534e-10
0.007,0.00059948,0.00059948,false,0.001,359510,377310
0.007,0.00059948,0.00059948,false,0.0014831,176860,181910
0.007,0.00059948,0.00059948,false,0.0021995,79947,85373
0.007,0.00059948,0.00059948,false,0.003262,32443,34842
0.007,0.00059948,0.00059948,false,0.0048377,12776,13859
0.007,0.00059948,0.00059948,false,0.0071746,9393.4,31048
0.007,0.00059948,0.00059948,false,0.01064,20154,21657
0.007,0.00059948,0.00059948,false,0.01578,7919.9,8847.6
0.007,0.00059948,0.00059948,false,0.023403,2815.4,3207
0.007,0.00059948,0.00059948,false,0.034709,964.88,1107.2
0.007,0.00059948,0.00059948,false,0.051475,331.44,377.3
0.007,0.00059948,0.00059948,false,0.076341,114.9,126.56
0.007,0.00059948,0.00059948,false,0.11322,38.663,40.605
0.007,0.00059948,0.00059948,false,0.16791,12.363,12.542
0.007,0.00059948,0.00059948,false,0.24902,3.8791,3.7761
0.007,0.00059948,0.00059948,false,0.36932,1.2225,1.0735
0.007,0.00059948,0.00059948,false,0.54772,0.45436,0.29836
0.007,0.00059948,0.00059948,false,0.81231,0.24262,0.08474
0.007,0.00059948,0.00059948,false,1.2047,0.17903,0.020658
0.007,0.00059948,0.00059948,false,1.7867,0.16407,0.0058635
0.007,0.00059948,0.00059948,false,2.6497,0.15908,0.0015318
0.007,0.00059948,0.00059948,false,3.9297,0.1568,0.00039979
0.007,0.00059948,0.00059948,false,5.828,0.15475,0.00010436
0.007,0.00059948,0.00059948,false,8.6433,0.15212,0.000027334
0.007,0.00059948,0.00059948,false,12.819,0.14844,0.0000071549
0.007,0.00059948,0.00059948,false,19.011,0.14333,0.0000018808
0.007,0.00059948,0.00059948,false,28.194,0.1364,4.9815e-7
0.007,0.00059948,0.00059948,false,41.814,0.12737,1.338e-7
0.007,0.00059948,0.00059948,false,62.013,0.11614,3.666e-8
0.007,0.00059948,0.00059948,false,91.969,0.10308,1.0383e-8
0.007,0.00059948,0.00059948,false,136.4,0.088969,3.0823e-9
0.007,0.00059948,0.00059948,false,202.28,0.074951,9.7443e-10
0.007,0.00070548,0.00070548,false,0.001,409580,428320
0.007,0.00070548,0.00070548,false,0.0014831,202550,208560
0.007,0.00070548,0.00070548,false,0.0021995,91275,97456
0.007,0.00070548,0.00070548,false,0.003262,37059,39802
0.007,0.00070548,0.00070548,false,0.0048377,14589,15825
0.007,0.00070548,0.00070548,false,0.0071746,10764,33639
0.007,0.00070548,0.00070548,false,0.01064,23345,25180
0.007,0.00070548,0.00070548,false,0.01578,9144.6,10215
0.007,0.00070548,0.00070548,false,0.023403,3251.1,3703.4
0.007,0.00070548,0.00070548,false,0.034709,1114.2,1278.5
0.007,0.00070548,0.00070548,false,0.051475,382.75,435.72
0.007,0.00070548,0.00070548,false,0.076341,132.67,146.16
0.007,0.00070548,0.00070548,false,0.11322,44.629,46.896
0.007,0.00070548,0.00070548,false,0.16791,14.253,14.484
0.007,0.00070548,0.00070548,false,0.24902,4.4546,4.3604
0.007,0.00070548,0.00070548,false,0.36932,1.3868,1.2394
0.007,0.00070548,0.00070548,false,0.54772,0.49979,0.34439
0.007,0.00070548,0.00070548,false,0.81231,0.25542,0.097804
0.007,0.00070548,0.00070548,false,1.2047,0.18209,0.023835
0.007,0.00070548,0.00070548,false,1.7867,0.16491,0.0067647
0.007,0.00070548,0.00070548,false,2.6497,0.15929,0.0017666
0.007,0.00070548,0.00070548,false,3.9297,0.15685,0.00046086
0.007,0.00070548,0.00070548,false,5.828,0.15476,0.00012022
0.007,0.00070548,0.00070548,false,8.6433,0.15212,0.000031451
0.007,0.00070548,0.00070548,false,12.819,0.14844,0.0000082176
0.007,0.00070548,0.00070548,false,19.011,0.14333,0.0000021537
0.007,0.00070548,0.00070548,false,28.194,0.1364,5.6765e-7
0.007,0.00070548,0.00070548,false,41.814,0.12737,1.5125e-7
0.007,0.00070548,0.00070548,false,62.013,0.11614,4.0912e-8
0.007,0.00070548,0.00070548,false,91.969,0.10308,1.1361e-8
0.007,0.00070548,0.00070548,false,136.4,0.088969,3.2786e-9
0.007,0.00070548,0.00070548,false,202.28,0.074951,9.9917e-10
0.007,0.00083022,0.00083022,false,0.001,468460,488350
0.007,0.00083022,0.00083022,false,0.0014831,232780,239920
0.007,0.00083022,0.00083022,false,0.0021995,104610,111680
0.007,0.00083022,0.00083022,false,0.003262,42492,45639
0.007,0.00083022,0.00083022,false,0.0048377,16723,18140
0.007,0.00083022,0.00083022,false,0.0071746,12374,36689
0.007,0.00083022,0.00083022,false,0.01064,27095,29327
0.007,0.00083022,0.00083022,false,0.01578,10586,11825
0.007,0.00083022,0.00083022,false,0.023403,3763.9,4287.5
0.007,0.00083022,0.00083022,false,0.034709,1289.9,1480.1
0.007,0.00083022,0.00083022,false,0.051475,443.13,504.47
0.007,0.00083022,0.00083022,false,0.076341,153.59,169.23
0.007,0.00083022,0.00083022,false,0.11322,51.651,54.3
0.007,0.00083022,0.00083022,false,0.16791,16.477,16.77
0.007,0.00083022,0.00083022,false,0.24902,5.1318,5.048
0.007,0.00083022,0.00083022,false,0.36932,1.5801,1.4347
0.007,0.00083022,0.00083022,false,0.54772,0.55325,0.39856
0.007,0.00083022,0.00083022,false,0.81231,0.27048,0.11318
0.007,0.00083022,0.00083022,false,1.2047,0.18568,0.027575
0.007,0.00083022,0.00083022,false,1.7867,0.1659,0.0078252
0.007,0.00083022,0.00083022,false,2.6497,0.15953,0.0020429
0.007,0.00083022,0.00083022,false,3.9297,0.1569,0.00053273
0.007,0.00083022,0.00083022,false,5.828,0.15477,0.00013887
0.007,0.00083022,0.00083022,false,8.6433,0.15212,0.000036296
0.007,0.00083022,0.00083022,false,12.819,0.14844,0.0000094682
0.007,0.00083022,0.00083022,false,19.011,0.14333,0.0000024749
0.007,0.00083022,0.00083022,false,28.194,0.1364,6.4944e-7
0.007,0.00083022,0.00083022,false,41.814,0.12737,1.7178e-7
0.007,0.00083022,0.00083022,false,62.013,0.11614,4.5916e-8
0.007,0.00083022,0.00083022,false,91.969,0.10308,1.2511e-8
0.007,0.00083022,0.00083022,false,136.4,0.088969,3.5097e-9
0.007,0.00083022,0.00083022,false,202.28,0.074951,1.0283e-9
0.007,0.00097701,0.00097701,false,0.001,537690,558990
0.007,0.00097701,0.00097701,false,0.0014831,268340,276820
0.007,0.00097701,0.00097701,false,0.0021995,120290,128410
0.007,0.00097701,0.00097701,false,0.003262,48886,52508
0.007,0.00097701,0.00097701,false,0.0048377,19233,20864
0.007,0.00097701,0.00097701,false,0.0071746,14266,40278
0.007,0.00097701,0.00097701,false,0.01064,31505,34206
0.007,0.00097701,0.00097701,false,0.01578,12282,13719
0.007,0.00097701,0.00097701,false,0.023403,4367.3,4975
0.007,0.00097701,0.00097701,false,0.034709,1496.7,1717.3
0.007,0.00097701,0.00097701,false,0.051475,514.18,585.38
0.007,0.00097701,0.00097701,false,0.076341,178.21,196.37
0.007,0.00097701,0.00097701,false,0.11322,59.913,63.012
0.007,0.00097701,0.00097701,false,0.16791,19.095,19.46
0.007,0.00097701,0.00097701,false,0.24902,5.9288,5.8571
0.007,0.00097701,0.00097701,false,0.36932,1.8076,1.6645
0.007,0.00097701,0.00097701,false,0.54772,0.61615,0.46231
0.007,0.00097701,0.00097701,false,0.81231,0.2882,0.13127
0.007,0.00097701,0.00097701,false,1.2047,0.18991,0.031976
0.007,0.00097701,0.00097701,false,1.7867,0.16707,0.0090731
0.007,0.00097701,0.00097701,false,2.6497,0.15982,0.0023682
0.007,0.00097701,0.00097701,false,3.9297,0.15697,0.0006173
0.007,0.00097701,0.00097701,false,5.828,0.15479,0.00016083
