temperature_keV,density_requested_g_cm3,density_used_g_cm3,density_was_clipped,rosseland_cm2_g,planck_cm2_g,free_electrons,avg_sq_free_electrons
0.02,0.47508,0.47508,false,877.01,13476,0.96834,0.96834
0.02,0.55908,0.55908,false,1004.6,14480,0.97172,0.97172
0.02,0.65793,0.65793,false,1154.4,15636,0.97569,0.97569
0.02,0.77426,0.77426,false,1328,16812,0.97977,0.97977
0.02,0.91116,0.91116,false,1521.6,17490,0.9819,0.9819
0.02,1.0723,1.0723,false,1748.2,18297,0.9844,0.9844
0.02,1.2619,1.2619,false,2013.1,19235,0.98735,0.98735
0.02,1.485,1.485,false,2322.3,20329,0.99081,0.99081
0.02,1.7475,1.7475,false,2676.8,21499,0.9946,0.9946
0.02,2.0565,2.0565,false,3019.3,21766,0.99546,0.99546
0.02,2.4201,2.4201,false,3415.4,22059,0.99648,0.99648
0.02,2.848,2.848,false,3871.9,22431,0.99767,0.99767
0.02,3.3516,3.3516,false,4396.2,22951,0.99908,0.99908
0.02,3.9442,3.9442,false,4872.7,22804,0.99965,0.99965
0.02,4.6416,4.6416,false,5348.9,22277,0.99975,0.99975
0.02,5.4623,5.4623,false,5882.7,21770,0.99987,0.99987
0.02,6.4281,6.4281,false,6452.5,21320,0.99999,0.99999
0.02,7.5646,7.5646,false,6848.9,20446,1,1
0.02,8.9022,8.9022,false,7270.9,19489,1,1
0.02,10.476,10.476,false,7632.2,18442,1,1
0.02,12.328,12.328,false,7747.1,17228,1,1
0.02,14.508,14.508,false,7847.8,16050,1,1
0.02,17.074,17.074,false,7930.7,14889,1,1
0.02,20.092,20.092,false,7962.2,13716,1,1
0.02,23.645,23.645,false,7657.6,12387,1,1
0.02,27.826,27.826,false,7333.4,11211,1,1
0.02,32.745,32.745,false,6993.7,10144,1,1
0.02,38.535,38.535,false,6641.7,9143.9,1,1
0.02,45.349,45.349,false,6122.2,8040.9,1,1
0.02,53.367,53.367,false,5617.5,7075.6,1,1
0.02,62.803,62.803,false,5152.3,6269.3,1,1
0.02,73.907,73.907,false,4714.5,5591.3,1,1
0.02,86.975,86.975,false,4265.7,4973.8,1,1
0.02,102.35,102.35,false,3825.7,4384.9,1,1
0.02,120.45,120.45,false,3388.3,3805.8,1,1
0.02,141.75,141.75,false,2992.6,3300.4,1,1
0.02,166.81,166.81,false,2650,2868.1,1,1
0.02,196.3,196.3,false,2382.3,2536,1,1
0.02,231.01,231.01,false,2150.8,2267.7,1,1
0.02,271.86,271.86,false,1928.5,2020,1,1
0.02,319.93,319.93,false,1661.6,1730.1,1,1
0.02,376.49,376.49,false,1426.5,1476.7,1,1
0.02,443.06,443.06,false,1232.3,1267.8,1,1
0.02,521.4,521.4,false,1080.7,1104.7,1,1
0.02,613.59,613.59,false,969.3,986.52,1,1
0.02,722.08,722.08,false,880.7,893.68,1,1
0.02,849.75,849.75,false,810.49,820.12,1,1
0.02,1000,1000,false,758.3,765.64,1,1
0.025,0.0001,0.0001,false,0.58593,7.6807,0.99947,0.99947
0.025,0.00011768,0.00011768,false,0.6408,9.0224,0.99941,0.99941
0.025,0.00013849,0.00013849,false,0.70363,10.606,0.99935,0.99935
0.025,0.00016298,0.00016298,false,0.77429,12.402,0.99928,0.99928
0.025,0.00019179,0.00019179,false,0.85524,14.503,0.99921,0.99921
0.025,0.0002257,0.0002257,false,0.9485,16.984,0.99913,0.99913
0.025,0.00026561,0.00026561,false,1.0561,19.895,0.99904,0.99904
0.025,0.00031257,0.00031257,false,1.1806,23.32,0.99892,0.99892
0.025,0.00036784,0.00036784,false,1.3247,27.351,0.99879,0.99879
0.025,0.00043288,0.00043288,false,1.4874,31.86,0.99868,0.99868
0.025,0.00050941,0.00050941,false,1.6742,37.052,0.99858,0.99858
0.025,0.00059948,0.00059948,false,1.8916,43.163,0.99847,0.99847
0.025,0.00070548,0.00070548,false,2.145,50.358,0.99833,0.99833
0.025,0.00083022,0.00083022,false,2.4405,58.825,0.99816,0.99816
0.025,0.00097701,0.00097701,false,2.7857,68.759,0.99797,0.99797
0.025,0.0011498,0.0011498,false,3.18,80.055,0.99779,0.99779
0.025,0.001353,0.001353,false,3.6327,92.918,0.99762,0.99762
0.025,0.0015923,0.0015923,false,4.163,108.06,0.99742,0.99742
0.025,0.0018738,0.0018738,false,4.7847,125.88,0.99718,0.99718
0.025,0.0022051,0.0022051,false,5.5138,146.86,0.99691,0.99691
0.025,0.002595,0.002595,false,6.3695,171.54,0.99658,0.99658
0.025,0.0030539,0.0030539,false,7.3441,199.34,0.99621,0.99621
0.025,0.0035938,0.0035938,false,8.4375,230.27,0.99578,0.99578
0.025,0.0042292,0.0042292,false,9.7224,266.55,0.99528,0.99528
0.025,0.004977,0.004977,false,11.233,309.13,0.99468,0.99468
0.025,0.005857,0.005857,false,13.008,359.39,0.99399,0.99399
0.025,0.0068926,0.0068926,false,15.096,418.31,0.99317,0.99317
0.025,0.0081113,0.0081113,false,17.452,484.39,0.99225,0.99225
0.025,0.0095455,0.0095455,false,19.853,550.42,0.99137,0.99137
0.025,0.011233,0.011233,false,22.678,627.9,0.99033,0.99033
0.025,0.013219,0.013219,false,26.001,719.12,0.9891,0.9891
0.025,0.015557,0.015557,false,29.911,826.07,0.98766,0.98766
0.025,0.018307,0.018307,false,34.511,951.76,0.98596,0.98596
0.025,0.021544,0.021544,false,39.849,1097.3,0.98401,0.98401
0.025,0.025354,0.025354,false,44.25,1214.8,0.98295,0.98295
0.025,0.029836,0.029836,false,49.43,1354,0.9817,0.9817
0.025,0.035112,0.035112,false,55.524,1516.4,0.98022,0.98022
0.025,0.04132,0.04132,false,62.696,1707.4,0.97849,0.97849
0.025,0.048626,0.048626,false,71.135,1930.6,0.97645,0.97645
0.025,0.057224,0.057224,false,81.066,2192,0.97405,0.97405
0.025,0.067342,0.067342,false,89.534,2394.1,0.97356,0.97356
0.025,0.079248,0.079248,false,98.925,2614.7,0.97339,0.97339
0.025,0.09326,0.09326,false,109.98,2871.1,0.9732,0.9732
0.025,0.10975,0.10975,false,122.98,3170.6,0.97297,0.97297
0.025,0.12915,0.12915,false,138.28,3518.8,0.97271,0.97271
0.025,0.15199,0.15199,false,156.29,3919.4,0.97239,0.97239
0.025,0.17886,0.17886,false,175.94,4271.3,0.97311,0.97311
0.025,0.21049,0.21049,false,198.58,4645.6,0.97431,0.97431
0.025,0.24771,0.24771,false,225.21,5084.1,0.97571,0.97571
0.025,0.29151,0.29151,false,256.54,5587,0.97736,0.97736
0.025,0.34305,0.34305,false,293.4,6163.4,0.9793,0.9793
0.025,0.4037,0.4037,false,336.73,6804.4,0.98158,0.98158
0.025,0.47508,0.47508,false,387.53,7317.1,0.98301,0.98301
0.025,0.55908,0.55908,false,447.21,7874.2,0.98448,0.98448
0.025,0.65793,0.65793,false,517.34,8523.1,0.98622,0.98622
0.025,0.77426,0.77426,false,599.74,9271.4,0.98826,0.98826
0.025,0.91116,0.91116,false,696.5,10137,0.99065,0.99065
0.025,1.0723,1.0723,false,807.45,11000,0.99298,0.99298
0.025,1.2619,1.2619,false,927.41,11503,0.99382,0.99382
0.025,1.485,1.485,false,1068,12094,0.99481,0.99481
0.025,1.7475,1.7475,false,1232.5,12765,0.99597,0.99597
0.025,2.0565,2.0565,false,1424.7,13552,0.99734,0.99734
0.025,2.4201,2.4201,false,1646.7,14423,0.99887,0.99887
0.025,2.848,2.848,false,1857.3,14641,0.99905,0.99905
0.025,3.3516,3.3516,false,2101.4,14876,0.99927,0.99927
0.025,3.9442,3.9442,false,2383.9,15162,0.99953,0.99953
0.025,4.6416,4.6416,false,2709.1,15511,0.99984,0.99984
0.025,5.4623,5.4623,false,3014.7,15512,0.99997,0.99997
0.025,6.4281,6.4281,false,3317.4,15205,0.99998,0.99998
0.025,7.5646,7.5646,false,3658.8,14892,0.99999,0.99999
0.025,8.9022,8.9022,false,4034.9,14596,1,1
0.025,10.476,10.476,false,4299.9,14032,1,1
0.025,12.328,12.328,false,4586.2,13436,1,1
0.025,14.508,14.508,false,4850.4,12750,1,1
0.025,17.074,17.074,false,4951.8,11925,1,1
0.025,20.092,20.092,false,5047.6,11143,1,1
0.025,23.645,23.645,false,5133.2,10368,1,1
0.025,27.826,27.826,false,5200.2,9593,1,1
0.025,32.745,32.745,false,5036.6,8668.4,1,1
0.025,38.535,38.535,false,4856.9,7846.7,1,1
0.025,45.349,45.349,false,4663.8,7106.2,1,1
0.025,53.367,53.367,false,4457.3,6417.7,1,1
0.025,62.803,62.803,false,4156,5675.7,1,1
0.025,73.907,73.907,false,3853,5021,1,1
0.025,86.975,86.975,false,3567.7,4470.5,1,1
0.025,102.35,102.35,false,3294.3,4005.8,1,1
0.025,120.45,120.45,false,3003.3,3578.9,1,1
0.025,141.75,141.75,false,2718,3180.8,1,1
0.025,166.81,166.81,false,2425.9,2778,1,1
0.025,196.3,196.3,false,2155.5,2413.8,1,1
0.025,231.01,231.01,false,1916,2100,1,1
0.025,271.86,271.86,false,1721.9,1851,1,1
0.025,319.93,319.93,false,1555.2,1651.6,1,1
0.025,376.49,376.49,false,1396.1,1470.5,1,1
0.025,443.06,443.06,false,1209.2,1264.3,1,1
0.025,521.4,521.4,false,1041.9,1082.3,1,1
0.025,613.59,613.59,false,901.77,930.84,1,1
0.025,722.08,722.08,false,790.4,810.52,1,1
0.025,849.75,849.75,false,707.49,721.51,1,1
0.025,1000,1000,false,641.51,651.94,1,1
0.03,0.0001,0.0001,false,0.39252,3.7412,0.99961,0.99961
0.03,0.00011768,0.00011768,false,0.42069,4.3841,0.99957,0.99957
0.03,0.00013849,0.00013849,false,0.45263,5.1434,0.99953,0.99953
0.03,0.00016298,0.00016298,false,0.48889,6.0338,0.99948,0.99948
0.03,0.00019179,0.00019179,false,0.52996,7.0775,0.99942,0.99942
0.03,0.0002257,0.0002257,false,0.57577,8.2546,0.99937,0.99937
0.03,0.00026561,0.00026561,false,0.62812,9.6452,0.99931,0.99931
0.03,0.00031257,0.00031257,false,0.68803,11.276,0.99924,0.99924
0.03,0.00036784,0.00036784,false,0.75673,13.196,0.99915,0.99915
0.03,0.00043288,0.00043288,false,0.83566,15.454,0.99906,0.99906
0.03,0.00050941,0.00050941,false,0.92648,18.12,0.99894,0.99894
0.03,0.00059948,0.00059948,false,1.0277,21.074,0.99887,0.99887
0.03,0.00070548,0.00070548,false,1.1447,24.55,0.99879,0.99879
0.03,0.00083022,0.00083022,false,1.2801,28.642,0.9987,0.9987
0.03,0.00097701,0.00097701,false,1.4371,33.441,0.99859,0.99859
0.03,0.0011498,0.0011498,false,1.6194,39.107,0.99846,0.99846
0.03,0.001353,0.001353,false,1.8314,45.774,0.99831,0.99831
0.03,0.0015923,0.0015923,false,2.0705,53.204,0.99817,0.99817
0.03,0.0018738,0.0018738,false,2.3479,61.882,0.99801,0.99801
0.03,0.0022051,0.0022051,false,2.6719,72.14,0.99782,0.99782
0.03,0.002595,0.002595,false,3.0505,84.171,0.9976,0.9976
0.03,0.0030539,0.0030539,false,3.4934,98.328,0.99734,0.99734
0.03,0.0035938,0.0035938,false,4.012,114.91,0.99703,0.99703
0.03,0.0042292,0.0042292,false,4.5853,133.09,0.99667,0.99667
0.03,0.004977,0.004977,false,5.2428,153.81,0.99627,0.99627
0.03,0.005857,0.005857,false,6.0142,178.2,0.99578,0.99578
0.03,0.0068926,0.0068926,false,6.9199,206.92,0.99522,0.99522
0.03,0.0081113,0.0081113,false,7.9835,240.7,0.99455,0.99455
0.03,0.0095455,0.0095455,false,9.233,280.26,0.99376,0.99376
0.03,0.011233,0.011233,false,10.547,321.39,0.993,0.993
0.03,0.013219,0.013219,false,11.957,365.12,0.99224,0.99224
0.03,0.015557,0.015557,false,13.615,416.39,0.99135,0.99135
0.03,0.018307,0.018307,false,15.565,476.74,0.99031,0.99031
0.03,0.021544,0.021544,false,17.858,547.72,0.98907,0.98907
0.03,0.025354,0.025354,false,20.555,630.74,0.98762,0.98762
0.03,0.029836,0.029836,false,23.35,715.39,0.98637,0.98637
0.03,0.035112,0.035112,false,25.96,793.04,0.98572,0.98572
0.03,0.04132,0.04132,false,29.031,884.02,0.98494,0.98494
0.03,0.048626,0.048626,false,32.644,991.11,0.98404,0.98404
0.03,0.057224,0.057224,false,36.896,1116.2,0.98297,0.98297
0.03,0.067342,0.067342,false,41.899,1262.9,0.98171,0.98171
0.03,0.079248,0.079248,false,47.487,1419.9,0.98063,0.98063
0.03,0.09326,0.09326,false,52.93,1556.3,0.98091,0.98091
0.03,0.10975,0.10975,false,59.334,1714.7,0.98124,0.98124
0.03,0.12915,0.12915,false,66.87,1899.8,0.98162,0.98162
0.03,0.15199,0.15199,false,75.738,2116.9,0.98207,0.98207
0.03,0.17886,0.17886,false,86.172,2366.9,0.9826,0.9826
0.03,0.21049,0.21049,false,98.405,2641.2,0.98325,0.98325
0.03,0.24771,0.24771,false,112.55,2894.5,0.98414,0.98414
0.03,0.29151,0.29151,false,129.19,3186.4,0.98518,0.98518
0.03,0.34305,0.34305,false,148.76,3525.1,0.9864,0.9864
0.03,0.4037,0.4037,false,171.79,3914.2,0.98784,0.98784
0.03,0.47508,0.47508,false,198.88,4358.6,0.98953,0.98953
0.03,0.55908,0.55908,false,230.54,4824.7,0.99118,0.99118
0.03,0.65793,0.65793,false,267.1,5203,0.99194,0.99194
0.03,0.77426,0.77426,false,310.09,5639.1,0.99284,0.99284
0.03,0.91116,0.91116,false,360.61,6148.7,0.9939,0.9939
0.03,1.0723,1.0723,false,419.97,6739.3,0.99514,0.99514
0.03,1.2619,1.2619,false,489.7,7414.7,0.99661,0.99661
0.03,1.485,1.485,false,565.96,7938,0.9975,0.9975
0.03,1.7475,1.7475,false,650.85,8340.8,0.99785,0.99785
0.03,2.0565,2.0565,false,750.3,8792,0.99827,0.99827
0.03,2.4201,2.4201,false,866.76,9315.6,0.99876,0.99876
0.03,2.848,2.848,false,1002.9,9924.7,0.99934,0.99934
0.03,3.3516,3.3516,false,1149.7,10414,0.99976,0.99976
0.03,3.9442,3.9442,false,1298.8,10598,0.99981,0.99981
0.03,4.6416,4.6416,false,1472.1,10808,0.99986,0.99986
0.03,5.4623,5.4623,false,1672.5,11035,0.99992,0.99992
0.03,6.4281,6.4281,false,1903.6,11312,0.99999,0.99999
0.03,7.5646,7.5646,false,2099.1,11182,1,1
0.03,8.9022,8.9022,false,2316.7,10996,1,1
0.03,10.476,10.476,false,2562.3,10790,1,1
0.03,12.328,12.328,false,2801,10515,1,1
0.03,14.508,14.508,false,2996.8,10129,1,1
0.03,17.074,17.074,false,3208.6,9710.8,1,1
0.03,20.092,20.092,false,3360.2,9164.9,1,1
0.03,23.645,23.645,false,3444.5,8575.3,1,1
0.03,27.826,27.826,false,3526.7,8021.6,1,1
0.03,32.745,32.745,false,3603.5,7474.7,1,1
0.03,38.535,38.535,false,3618.1,6873.1,1,1
0.03,45.349,45.349,false,3520,6219.9,1,1
0.03,53.367,53.367,false,3410.5,5639.7,1,1
0.03,62.803,62.803,false,3290.9,5117.8,1,1
0.03,73.907,73.907,false,3148,4613.5,1,1
0.03,86.975,86.975,false,2948,4085.8,1,1
0.03,102.35,102.35,false,2755.4,3639.5,1,1
0.03,120.45,120.45,false,2572.2,3265,1,1
0.03,141.75,141.75,false,2380.3,2934.1,1,1
0.03,166.81,166.81,false,2177.4,2625.1,1,1
0.03,196.3,196.3,false,1978.1,2339.2,1,1
0.03,231.01,231.01,false,1766.6,2035.5,1,1
0.03,271.86,271.86,false,1579.8,1777.9,1,1
0.03,319.93,319.93,false,1408.5,1547.1,1,1
0.03,376.49,376.49,false,1273.2,1371.7,1,1
0.03,443.06,443.06,false,1145.2,1219.6,1,1
0.03,521.4,521.4,false,1023.3,1080.1,1,1
0.03,613.59,613.59,false,881.9,923.36,1,1
0.03,722.08,722.08,false,762.87,793.14,1,1
0.03,849.75,849.75,false,663.88,685.56,1,1
0.03,1000,1000,false,585.29,600.3,1,1
0.04,0.0001,0.0001,false,0.25672,1.2112,0.99976,0.99976
0.04,0.00011768,0.00011768,false,0.26793,1.4191,0.99974,0.99974
0.04,0.00013849,0.00013849,false,0.28042,1.6604,0.99971,0.99971
0.04,0.00016298,0.00016298,false,0.29443,1.9457,0.99968,0.99968
0.04,0.00019179,0.00019179,false,0.31015,2.2798,0.99965,0.99965
0.04,0.0002257,0.0002257,false,0.32781,2.675,0.99961,0.99961
0.04,0.00026561,0.00026561,false,0.34768,3.14,0.99956,0.99956
0.04,0.00031257,0.00031257,false,0.36975,3.6726,0.99952,0.99952
0.04,0.00036784,0.00036784,false,0.39436,4.2895,0.99948,0.99948
0.04,0.00043288,0.00043288,false,0.42221,5.0123,0.99944,0.99944
0.04,0.00050941,0.00050941,false,0.45376,5.8627,0.99939,0.99939
0.04,0.00059948,0.00059948,false,0.48958,6.8683,0.99934,0.99934
0.04,0.00070548,0.00070548,false,0.5303,8.0464,0.99927,0.99927
0.04,0.00083022,0.00083022,false,0.57629,9.411,0.9992,0.9992
0.04,0.00097701,0.00097701,false,0.62801,10.977,0.99915,0.99915
0.04,0.0011498,0.0011498,false,0.68718,12.82,0.99909,0.99909
0.04,0.001353,0.001353,false,0.755,14.99,0.99902,0.99902
0.04,0.0015923,0.0015923,false,0.83288,17.544,0.99894,0.99894
0.04,0.0018738,0.0018738,false,0.92246,20.548,0.99884,0.99884
0.04,0.0022051,0.0022051,false,1.0249,24.023,0.99873,0.99873
0.04,0.002595,0.002595,false,1.1402,27.969,0.9986,0.9986
0.04,0.0030539,0.0030539,false,1.2735,32.592,0.99844,0.99844
0.04,0.0035938,0.0035938,false,1.4281,38.061,0.99826,0.99826
0.04,0.0042292,0.0042292,false,1.6074,44.468,0.99804,0.99804
0.04,0.004977,0.004977,false,1.8159,52.003,0.99779,0.99779
0.04,0.005857,0.005857,false,2.0569,60.793,0.99749,0.99749
0.04,0.0068926,0.0068926,false,2.314,70.041,0.99718,0.99718
0.04,0.0081113,0.0081113,false,2.6141,80.991,0.99682,0.99682
0.04,0.0095455,0.0095455,false,2.9648,93.818,0.9964,0.9964
0.04,0.011233,0.011233,false,3.375,108.91,0.9959,0.9959
0.04,0.013219,0.013219,false,3.855,126.66,0.99531,0.99531
0.04,0.015557,0.015557,false,4.4174,147.39,0.99461,0.99461
0.04,0.018307,0.018307,false,4.9556,166.98,0.99416,0.99416
0.04,0.021544,0.021544,false,5.5742,189.55,0.99366,0.99366
0.04,0.025354,0.025354,false,6.3003,216.13,0.99307,0.99307
0.04,0.029836,0.029836,false,7.1528,247.21,0.99237,0.99237
0.04,0.035112,0.035112,false,8.1543,283.51,0.99156,0.99156
0.04,0.04132,0.04132,false,9.3309,326.32,0.9906,0.9906
0.04,0.048626,0.048626,false,10.463,365.2,0.99026,0.99026
0.04,0.057224,0.057224,false,11.704,406.7,0.99014,0.99014
0.04,0.067342,0.067342,false,13.163,455.23,0.98999,0.98999
0.04,0.079248,0.079248,false,14.879,512.29,0.98983,0.98983
0.04,0.09326,0.09326,false,16.898,579.27,0.98963,0.98963
0.04,0.10975,0.10975,false,19.271,656.58,0.9894,0.9894
0.04,0.12915,0.12915,false,21.964,734.98,0.98955,0.98955
0.04,0.15199,0.15199,false,25.066,818.94,0.99,0.99
0.04,0.17886,0.17886,false,28.716,917.06,0.99053,0.99053
0.04,0.21049,0.21049,false,33.011,1031.5,0.99116,0.99116
0.04,0.24771,0.24771,false,38.064,1164.4,0.99189,0.99189
0.04,0.29151,0.29151,false,44.009,1317.1,0.99276,0.99276
0.04,0.34305,0.34305,false,50.996,1471.5,0.99342,0.99342
0.04,0.4037,0.4037,false,59.209,1631.7,0.99393,0.99393
0.04,0.47508,0.47508,false,68.872,1817.5,0.99452,0.99452
0.04,0.55908,0.55908,false,80.241,2034.8,0.99522,0.99522
0.04,0.65793,0.65793,false,93.615,2283.4,0.99604,0.99604
0.04,0.77426,0.77426,false,109.35,2570.9,0.99701,0.99701
0.04,0.91116,0.91116,false,127.25,2822.8,0.99756,0.99756
0.04,1.0723,1.0723,false,147.93,3065.2,0.99783,0.99783
0.04,1.2619,1.2619,false,172.25,3339.4,0.99816,0.99816
0.04,1.485,1.485,false,200.83,3660.8,0.99854,0.99854
0.04,1.7475,1.7475,false,234.42,4027.6,0.99899,0.99899
0.04,2.0565,2.0565,false,273.88,4451.2,0.99952,0.99952
0.04,2.4201,2.4201,false,314.81,4704.2,0.99961,0.99961
0.04,2.848,2.848,false,362.4,4964.9,0.99968,0.99968
0.04,3.3516,3.3516,false,418.19,5251.3,0.99976,0.99976
0.04,3.9442,3.9442,false,483.56,5583.3,0.99985,0.99985
0.04,4.6416,4.6416,false,560.03,5959.5,0.99995,0.99995
0.04,5.4623,5.4623,false,636.77,6174.9,0.99999,0.99999
0.04,6.4281,6.4281,false,721.05,6309,0.99999,0.99999
0.04,7.5646,7.5646,false,819.08,6454.6,0.99999,0.99999
0.04,8.9022,8.9022,false,932.74,6611,1,1
0.04,10.476,10.476,false,1053.3,6717.2,1,1
0.04,12.328,12.328,false,1163.5,6646.2,1,1
0.04,14.508,14.508,false,1289.2,6557.5,1,1
0.04,17.074,17.074,false,1431.8,6458.7,1,1
0.04,20.092,20.092,false,1553.4,6266.5,1,1
0.04,23.645,23.645,false,1671,6047.5,1,1
0.04,27.826,27.826,false,1799.9,5818.2,1,1
0.04,32.745,32.745,false,1869.7,5461.7,1,1
0.04,38.535,38.535,false,1930.5,5118.2,1,1
0.04,45.349,45.349,false,1991.4,4796.1,1,1
0.04,53.367,53.367,false,2050.9,4483.5,1,1
0.04,62.803,62.803,false,2046.4,4107.1,1,1
0.04,73.907,73.907,false,2009,3737.7,1,1
0.04,86.975,86.975,false,1964.7,3408.1,1,1
0.04,102.35,102.35,false,1913.8,3112.9,1,1
0.04,120.45,120.45,false,1835.7,2796,1,1
0.04,141.75,141.75,false,1741,2493.8,1,1
0.04,166.81,166.81,false,1648.6,2241.9,1,1
0.04,196.3,196.3,false,1559.9,2033.8,1,1
0.04,231.01,231.01,false,1446.4,1828.3,1,1
0.04,271.86,271.86,false,1331.6,1640.4,1,1
0.04,319.93,319.93,false,1213.3,1457.6,1,1
0.04,376.49,376.49,false,1091.2,1271.9,1,1
0.04,443.06,443.06,false,982.21,1114.4,1,1
0.04,521.4,521.4,false,881.59,974.9,1,1
0.04,613.59,613.59,false,799.47,866.99,1,1
0.04,722.08,722.08,false,718.43,769.74,1,1
0.04,849.75,849.75,false,634.18,672.54,1,1
0.04,1000,1000,false,549.23,577.16,1,1
0.05,0.0001,0.0001,false,0.21051,0.50398,0.99983,0.99983
0.05,0.00011768,0.00011768,false,0.21644,0.59206,0.99982,0.99982
0.05,0.00013849,0.00013849,false,0.22306,0.69634,0.9998,0.9998
0.05,0.00016298,0.00016298,false,0.23035,0.81727,0.99978,0.99978
0.05,0.00019179,0.00019179,false,0.23845,0.9573,0.99976,0.99976
0.05,0.0002257,0.0002257,false,0.24748,1.1232,0.99973,0.99973
0.05,0.00026561,0.00026561,false,0.25758,1.3184,0.99971,0.99971
0.05,0.00031257,0.00031257,false,0.26886,1.5468,0.99967,0.99967
0.05,0.00036784,0.00036784,false,0.28148,1.8171,0.99964,0.99964
0.05,0.00043288,0.00043288,false,0.29547,2.1277,0.9996,0.9996
0.05,0.00050941,0.00050941,false,0.31097,2.4885,0.99958,0.99958
0.05,0.00059948,0.00059948,false,0.32839,2.9104,0.99955,0.99955
0.05,0.00070548,0.00070548,false,0.34799,3.41,0.99952,0.99952
0.05,0.00083022,0.00083022,false,0.37008,3.9947,0.99948,0.99948
0.05,0.00097701,0.00097701,false,0.395,4.6822,0.99943,0.99943
0.05,0.0011498,0.0011498,false,0.42301,5.4876,0.99938,0.99938
0.05,0.001353,0.001353,false,0.45436,6.4096,0.99934,0.99934
0.05,0.0015923,0.0015923,false,0.48993,7.495,0.99928,0.99928
0.05,0.0018738,0.0018738,false,0.53036,8.7726,0.99922,0.99922
0.05,0.0022051,0.0022051,false,0.5764,10.276,0.99915,0.99915
0.05,0.002595,0.002595,false,0.62893,12.045,0.99906,0.99906
0.05,0.0030539,0.0030539,false,0.6886,14.093,0.99896,0.99896
0.05,0.0035938,0.0035938,false,0.75492,16.412,0.99884,0.99884
0.05,0.0042292,0.0042292,false,0.83107,19.142,0.99869,0.99869
0.05,0.004977,0.004977,false,0.91866,22.339,0.99852,0.99852
0.05,0.005857,0.005857,false,1.0196,26.099,0.99832,0.99832
0.05,0.0068926,0.0068926,false,1.136,30.52,0.99808,0.99808
0.05,0.0081113,0.0081113,false,1.2705,35.706,0.9978,0.9978
0.05,0.0095455,0.0095455,false,1.41,41.095,0.99755,0.99755
0.05,0.011233,0.011233,false,1.572,47.444,0.99726,0.99726
0.05,0.013219,0.013219,false,1.7603,54.873,0.99692,0.99692
0.05,0.015557,0.015557,false,1.9794,63.611,0.99651,0.99651
0.05,0.018307,0.018307,false,2.2348,73.879,0.99603,0.99603
0.05,0.021544,0.021544,false,2.5326,85.935,0.99547,0.99547
0.05,0.025354,0.025354,false,2.8219,97.451,0.99518,0.99518
0.05,0.029836,0.029836,false,3.15,110.56,0.99491,0.99491
0.05,0.035112,0.035112,false,3.5341,126,0.99458,0.99458
0.05,0.04132,0.04132,false,3.9839,144.02,0.9942,0.9942
0.05,0.048626,0.048626,false,4.511,165.18,0.99375,0.99375
0.05,0.057224,0.057224,false,5.1291,189.98,0.99322,0.99322
0.05,0.067342,0.067342,false,5.7753,213.93,0.99311,0.99311
0.05,0.079248,0.079248,false,6.4994,239.98,0.99322,0.99322
0.05,0.09326,0.09326,false,7.3498,270.43,0.99334,0.99334
0.05,0.10975,0.10975,false,8.3489,305.94,0.99348,0.99348
0.05,0.12915,0.12915,false,9.5229,347.59,0.99365,0.99365
0.05,0.15199,0.15199,false,10.903,395.95,0.99385,0.99385
0.05,0.17886,0.17886,false,12.532,446.62,0.99413,0.99413
0.05,0.21049,0.21049,false,14.454,501.07,0.99447,0.99447
0.05,0.24771,0.24771,false,16.714,565.23,0.99488,0.99488
0.05,0.29151,0.29151,false,19.373,639.46,0.99536,0.99536
0.05,0.34305,0.34305,false,22.5,726.33,0.99592,0.99592
0.05,0.4037,0.4037,false,26.179,827.02,0.99658,0.99658
0.05,0.47508,0.47508,false,30.475,928.49,0.99705,0.99705
0.05,0.55908,0.55908,false,35.499,1033.9,0.99731,0.99731
0.05,0.65793,0.65793,false,41.41,1155.8,0.99761,0.99761
0.05,0.77426,0.77426,false,48.364,1298.1,0.99797,0.99797
0.05,0.91116,0.91116,false,56.545,1462.3,0.9984,0.9984
0.05,1.0723,1.0723,false,66.17,1652.5,0.9989,0.9989
0.05,1.2619,1.2619,false,77.087,1821.2,0.99918,0.99918
0.05,1.485,1.485,false,89.618,1979.3,0.99928,0.99928
0.05,1.7475,1.7475,false,104.35,2161,0.9994,0.9994
0.05,2.0565,2.0565,false,121.68,2368.4,0.99954,0.99954
0.05,2.4201,2.4201,false,142.05,2608.6,0.9997,0.9997
0.05,2.848,2.848,false,165.98,2882.8,0.99989,0.99989
0.05,3.3516,3.3516,false,190.97,3064.8,0.99993,0.99993
0.05,3.9442,3.9442,false,219.82,3240.7,0.99994,0.99994
0.05,4.6416,4.6416,false,253.68,3436.7,0.99995,0.99995
0.05,5.4623,5.4623,false,293.37,3656.2,0.99997,0.99997
0.05,6.4281,6.4281,false,339.85,3904,0.99999,0.99999
0.05,7.5646,7.5646,false,387.22,4063.8,1,1
0.05,8.9022,8.9022,false,438.79,4168.3,1,1
0.05,10.476,10.476,false,498.85,4273.2,1,1
0.05,12.328,12.328,false,568.64,4384.2,1,1
0.05,14.508,14.508,false,644.24,4467,1,1
0.05,17.074,17.074,false,712.97,4431.5,1,1
0.05,20.092,20.092,false,791.69,4391.1,1,1
