temperature_keV,density_requested_g_cm3,density_used_g_cm3,density_was_clipped,rosseland_cm2_g,planck_cm2_g,free_electrons,avg_sq_free_electrons
0.175,0.04132,0.04132,false,0.24828,1.6122,1,1
0.175,0.048626,0.048626,false,0.25838,1.8884,1,1
0.175,0.057224,0.057224,false,0.26967,2.2118,1,1
0.175,0.067342,0.067342,false,0.2823,2.5824,1,1
0.175,0.079248,0.079248,false,0.2964,3.0183,1,1
0.175,0.09326,0.09326,false,0.31216,3.5305,1,1
0.175,0.10975,0.10975,false,0.32978,4.1317,1,1
0.175,0.12915,0.12915,false,0.34953,4.8372,1,1
0.175,0.15199,0.15199,false,0.37177,5.64,1,1
0.175,0.17886,0.17886,false,0.39695,6.5538,1,1
0.175,0.21049,0.21049,false,0.4253,7.6283,1,1
0.175,0.24771,0.24771,false,0.45729,8.8902,1,1
0.175,0.29151,0.29151,false,0.49345,10.371,1,1
0.175,0.34305,0.34305,false,0.53439,12.087,1,1
0.175,0.4037,0.4037,false,0.58092,14.054,1,1
0.175,0.47508,0.47508,false,0.6342,16.177,1,1
0.175,0.55908,0.55908,false,0.69495,18.674,1,1
0.175,0.65793,0.65793,false,0.76436,21.605,1,1
0.175,0.77426,0.77426,false,0.8438,25.006,1,1
0.175,0.91116,0.91116,false,0.93491,28.984,1,1
0.175,1.0723,1.0723,false,1.0397,33.497,1,1
0.175,1.2619,1.2619,false,1.1618,37.916,1,1
0.175,1.485,1.485,false,1.3027,43.078,1,1
0.175,1.7475,1.7475,false,1.4657,49.101,1,1
0.175,2.0565,2.0565,false,1.6546,56.178,1,1
0.175,2.4201,2.4201,false,1.8737,64.39,1,1
0.175,2.848,2.848,false,2.1282,73.844,1,1
0.175,3.3516,3.3516,false,2.4209,81.727,1,1
0.175,3.9442,3.9442,false,2.7627,90.878,1,1
0.175,4.6416,4.6416,false,3.1622,101.52,1,1
0.175,5.4623,5.4623,false,3.6294,113.9,1,1
0.175,6.4281,6.4281,false,4.1763,128.19,1,1
0.175,7.5646,7.5646,false,4.8152,144.57,1,1
0.175,8.9022,8.9022,false,5.5312,157.77,1,1
0.175,10.476,10.476,false,6.3718,172.69,1,1
0.175,12.328,12.328,false,7.359,189.47,1,1
0.175,14.508,14.508,false,8.5185,208.42,1,1
0.175,17.074,17.074,false,9.8807,229.94,1,1
0.175,20.092,20.092,false,11.417,251.35,1,1
0.175,23.645,23.645,false,13.086,268.75,1,1
0.175,27.826,27.826,false,15.048,288.24,1,1
0.175,32.745,32.745,false,17.352,309.65,1,1
0.175,38.535,38.535,false,20.059,332.72,1,1
0.175,45.349,45.349,false,23.166,356.61,1,1
0.175,53.367,53.367,false,26.294,370.64,1,1
0.175,62.803,62.803,false,29.959,385.82,1,1
0.175,73.907,73.907,false,34.25,402.16,1,1
0.175,86.975,86.975,false,39.272,419.54,1,1
0.175,102.35,102.35,false,44.218,427.83,1,1
0.175,120.45,120.45,false,49.535,432.54,1,1
0.175,141.75,141.75,false,55.709,438.1,1,1
0.175,166.81,166.81,false,62.641,442.29,1,1
0.175,196.3,196.3,false,68.774,437.53,1,1
0.175,231.01,231.01,false,75.788,434.03,1,1
0.175,271.86,271.86,false,82.932,427.39,1,1
0.175,319.93,319.93,false,88.5,410.94,1,1
0.175,376.49,376.49,false,94.708,396.58,1,1
0.175,443.06,443.06,false,101.56,383.74,1,1
0.175,521.4,521.4,false,108.6,370.8,1,1
0.175,613.59,613.59,false,111.95,347.63,1,1
0.175,722.08,722.08,false,115.4,326.66,1,1
0.175,849.75,849.75,false,118.87,307.82,1,1
0.175,1000,1000,false,122.28,290.96,1,1
0.2,0.0001,0.0001,false,0.16011,0.0025618,1,1
0.2,0.00011768,0.00011768,false,0.16021,0.0030147,1,1
0.2,0.00013849,0.00013849,false,0.16033,0.0035477,1,1
0.2,0.00016298,0.00016298,false,0.16045,0.0041748,1,1
0.2,0.00019179,0.00019179,false,0.1606,0.0049124,1,1
0.2,0.0002257,0.0002257,false,0.16077,0.0057805,1,1
0.2,0.00026561,0.00026561,false,0.16096,0.006802,1,1
0.2,0.00031257,0.00031257,false,0.16118,0.0080041,1,1
0.2,0.00036784,0.00036784,false,0.16143,0.0094188,1,1
0.2,0.00043288,0.00043288,false,0.16171,0.011084,1,1
0.2,0.00050941,0.00050941,false,0.16203,0.013038,1,1
0.2,0.00059948,0.00059948,false,0.16239,0.015338,1,1
0.2,0.00070548,0.00070548,false,0.16281,0.018045,1,1
0.2,0.00083022,0.00083022,false,0.16327,0.021178,1,1
0.2,0.00097701,0.00097701,false,0.1638,0.02492,1,1
0.2,0.0011498,0.0011498,false,0.16439,0.029324,1,1
0.2,0.001353,0.001353,false,0.16506,0.034489,1,1
0.2,0.0015923,0.0015923,false,0.16581,0.040564,1,1
0.2,0.0018738,0.0018738,false,0.16665,0.047605,1,1
0.2,0.0022051,0.0022051,false,0.1676,0.056008,1,1
0.2,0.002595,0.002595,false,0.16866,0.065896,1,1
0.2,0.0030539,0.0030539,false,0.16985,0.077344,1,1
0.2,0.0035938,0.0035938,false,0.17118,0.090954,1,1
0.2,0.0042292,0.0042292,false,0.17266,0.10694,1,1
0.2,0.004977,0.004977,false,0.17432,0.12549,1,1
0.2,0.005857,0.005857,false,0.17617,0.14761,1,1
0.2,0.0068926,0.0068926,false,0.17822,0.17326,1,1
0.2,0.0081113,0.0081113,false,0.18051,0.20384,1,1
0.2,0.0095455,0.0095455,false,0.18306,0.23909,1,1
0.2,0.011233,0.011233,false,0.1859,0.28096,1,1
0.2,0.013219,0.013219,false,0.18905,0.3296,1,1
0.2,0.015557,0.015557,false,0.19255,0.38676,1,1
0.2,0.018307,0.018307,false,0.19643,0.45485,1,1
0.2,0.021544,0.021544,false,0.20074,0.53391,1,1
0.2,0.025354,0.025354,false,0.20553,0.62611,1,1
0.2,0.029836,0.029836,false,0.21086,0.73354,1,1
0.2,0.035112,0.035112,false,0.21677,0.85995,1,1
0.2,0.04132,0.04132,false,0.22334,1.0086,1,1
0.2,0.048626,0.048626,false,0.23062,1.181,1,1
0.2,0.057224,0.057224,false,0.23871,1.3859,1,1
0.2,0.067342,0.067342,false,0.24772,1.6249,1,1
0.2,0.079248,0.079248,false,0.25781,1.8969,1,1
0.2,0.09326,0.09326,false,0.26903,2.2169,1,1
0.2,0.10975,0.10975,false,0.28153,2.5928,1,1
0.2,0.12915,0.12915,false,0.29548,3.0341,1,1
0.2,0.15199,0.15199,false,0.31106,3.5519,1,1
0.2,0.17886,0.17886,false,0.3285,4.1556,1,1
0.2,0.21049,0.21049,false,0.34822,4.8279,1,1
0.2,0.24771,0.24771,false,0.37034,5.6186,1,1
0.2,0.29151,0.29151,false,0.3952,6.5472,1,1
0.2,0.34305,0.34305,false,0.42318,7.6367,1,1
0.2,0.4037,0.4037,false,0.45473,8.8988,1,1
0.2,0.47508,0.47508,false,0.49036,10.375,1,1
0.2,0.55908,0.55908,false,0.53107,11.962,1,1
0.2,0.65793,0.65793,false,0.57728,13.805,1,1
0.2,0.77426,0.77426,false,0.62983,15.969,1,1
0.2,0.91116,0.91116,false,0.68971,18.506,1,1
0.2,1.0723,1.0723,false,0.75805,21.445,1,1
0.2,1.2619,1.2619,false,0.83621,24.878,1,1
0.2,1.485,1.485,false,0.927,28.255,1,1
0.2,1.7475,1.7475,false,1.0316,32.093,1,1
0.2,2.0565,2.0565,false,1.152,36.617,1,1
0.2,2.4201,2.4201,false,1.291,41.881,1,1
0.2,2.848,2.848,false,1.4515,47.99,1,1
0.2,3.3516,3.3516,false,1.6373,55.127,1,1
0.2,3.9442,3.9442,false,1.8513,61.57,1,1
0.2,4.6416,4.6416,false,2.1,68.443,1,1
0.2,5.4623,5.4623,false,2.3898,76.526,1,1
0.2,6.4281,6.4281,false,2.728,85.938,1,1
0.2,7.5646,7.5646,false,3.1228,96.801,1,1
0.2,8.9022,8.9022,false,3.5843,109.46,1,1
0.2,10.476,10.476,false,4.1034,119.89,1,1
0.2,12.328,12.328,false,4.7071,130.73,1,1
0.2,14.508,14.508,false,5.4153,142.93,1,1
0.2,17.074,17.074,false,6.2463,156.7,1,1
0.2,20.092,20.092,false,7.222,172.51,1,1
0.2,23.645,23.645,false,8.3532,189.66,1,1
0.2,27.826,27.826,false,9.5531,202.98,1,1
0.2,32.745,32.745,false,10.963,217.68,1,1
0.2,38.535,38.535,false,12.619,234.08,1,1
0.2,45.349,45.349,false,14.565,252.03,1,1
0.2,53.367,53.367,false,16.849,271.34,1,1
0.2,62.803,62.803,false,19.148,283.53,1,1
0.2,73.907,73.907,false,21.798,295.74,1,1
0.2,86.975,86.975,false,24.902,308.89,1,1
0.2,102.35,102.35,false,28.536,322.59,1,1
0.2,120.45,120.45,false,32.343,331.92,1,1
0.2,141.75,141.75,false,36.228,336.76,1,1
0.2,166.81,166.81,false,40.742,341.61,1,1
0.2,196.3,196.3,false,45.978,346.67,1,1
0.2,231.01,231.01,false,50.699,345.06,1,1
0.2,271.86,271.86,false,55.916,343.05,1,1
0.2,319.93,319.93,false,61.792,341.2,1,1
0.2,376.49,376.49,false,66.047,328.72,1,1
0.2,443.06,443.06,false,70.814,317.73,1,1
0.2,521.4,521.4,false,76.115,308.12,1,1
0.2,613.59,613.59,false,81.957,299.63,1,1
0.2,722.08,722.08,false,85.217,282.76,1,1
0.2,849.75,849.75,false,88.167,266.2,1,1
0.2,1000,1000,false,91.189,251.17,1,1
0.225,0.0001,0.0001,false,0.15975,0.0016847,1,1
0.225,0.00011768,0.00011768,false,0.15982,0.0019825,1,1
0.225,0.00013849,0.00013849,false,0.1599,0.002333,1,1
0.225,0.00016298,0.00016298,false,0.15999,0.0027454,1,1
0.225,0.00019179,0.00019179,false,0.16009,0.0032308,1,1
0.225,0.0002257,0.0002257,false,0.16021,0.0038017,1,1
0.225,0.00026561,0.00026561,false,0.16034,0.0044735,1,1
0.225,0.00031257,0.00031257,false,0.1605,0.0052641,1,1
0.225,0.00036784,0.00036784,false,0.16067,0.0061945,1,1
0.225,0.00043288,0.00043288,false,0.16087,0.0072894,1,1
0.225,0.00050941,0.00050941,false,0.1611,0.0085779,1,1
0.225,0.00059948,0.00059948,false,0.16136,0.010091,1,1
0.225,0.00070548,0.00070548,false,0.16166,0.011872,1,1
0.225,0.00083022,0.00083022,false,0.16199,0.013967,1,1
0.225,0.00097701,0.00097701,false,0.16237,0.016391,1,1
0.225,0.0011498,0.0011498,false,0.1628,0.019287,1,1
0.225,0.001353,0.001353,false,0.16329,0.022695,1,1
0.225,0.0015923,0.0015923,false,0.16383,0.026696,1,1
0.225,0.0018738,0.0018738,false,0.16445,0.0314,1,1
0.225,0.0022051,0.0022051,false,0.16515,0.036847,1,1
0.225,0.002595,0.002595,false,0.16593,0.043352,1,1
0.225,0.0030539,0.0030539,false,0.1668,0.051007,1,1
0.225,0.0035938,0.0035938,false,0.16779,0.060015,1,1
0.225,0.0042292,0.0042292,false,0.16889,0.070406,1,1
0.225,0.004977,0.004977,false,0.17012,0.08279,1,1
0.225,0.005857,0.005857,false,0.1715,0.097364,1,1
0.225,0.0068926,0.0068926,false,0.17304,0.11427,1,1
0.225,0.0081113,0.0081113,false,0.17475,0.13443,1,1
0.225,0.0095455,0.0095455,false,0.17666,0.15779,1,1
0.225,0.011233,0.011233,false,0.17879,0.18553,1,1
0.225,0.013219,0.013219,false,0.18116,0.21754,1,1
0.225,0.015557,0.015557,false,0.1838,0.25519,1,1
0.225,0.018307,0.018307,false,0.18673,0.30008,1,1
0.225,0.021544,0.021544,false,0.18998,0.35218,1,1
0.225,0.025354,0.025354,false,0.19358,0.41336,1,1
0.225,0.029836,0.029836,false,0.19759,0.48484,1,1
0.225,0.035112,0.035112,false,0.20205,0.56808,1,1
0.225,0.04132,0.04132,false,0.207,0.66601,1,1
0.225,0.048626,0.048626,false,0.21249,0.78115,1,1
0.225,0.057224,0.057224,false,0.21858,0.91647,1,1
0.225,0.067342,0.067342,false,0.22533,1.0754,1,1
0.225,0.079248,0.079248,false,0.23284,1.2587,1,1
0.225,0.09326,0.09326,false,0.24123,1.4725,1,1
0.225,0.10975,0.10975,false,0.25056,1.7209,1,1
0.225,0.12915,0.12915,false,0.26093,2.0127,1,1
0.225,0.15199,0.15199,false,0.27247,2.3552,1,1
0.225,0.17886,0.17886,false,0.28533,2.7569,1,1
0.225,0.21049,0.21049,false,0.29969,3.2274,1,1
0.225,0.24771,0.24771,false,0.31589,3.7499,1,1
0.225,0.29151,0.29151,false,0.33402,4.3719,1,1
0.225,0.34305,0.34305,false,0.35432,5.0944,1,1
0.225,0.4037,0.4037,false,0.3771,5.9317,1,1
0.225,0.47508,0.47508,false,0.40269,6.9236,1,1
0.225,0.55908,0.55908,false,0.4315,8.0714,1,1
0.225,0.65793,0.65793,false,0.46429,9.3177,1,1
0.225,0.77426,0.77426,false,0.5014,10.754,1,1
0.225,0.91116,0.91116,false,0.54344,12.46,1,1
0.225,1.0723,1.0723,false,0.59116,14.417,1,1
0.225,1.2619,1.2619,false,0.64541,16.732,1,1
0.225,1.485,1.485,false,0.70722,19.409,1,1
0.225,1.7475,1.7475,false,0.77878,22.098,1,1
0.225,2.0565,2.0565,false,0.86102,25.145,1,1
0.225,2.4201,2.4201,false,0.95537,28.695,1,1
0.225,2.848,2.848,false,1.0638,32.825,1,1
0.225,3.3516,3.3516,false,1.1886,37.664,1,1
0.225,3.9442,3.9442,false,1.3325,43.265,1,1
0.225,4.6416,4.6416,false,1.4983,48.493,1,1
0.225,5.4623,5.4623,false,1.6904,53.998,1,1
0.225,6.4281,6.4281,false,1.9136,60.401,1,1
0.225,7.5646,7.5646,false,2.1734,67.86,1,1
0.225,8.9022,8.9022,false,2.476,76.556,1,1
0.225,10.476,10.476,false,2.8289,86.698,1,1
0.225,12.328,12.328,false,3.2267,95.06,1,1
0.225,14.508,14.508,false,3.6868,103.37,1,1
0.225,17.074,17.074,false,4.2261,112.75,1,1
0.225,20.092,20.092,false,4.8582,123.34,1,1
0.225,23.645,23.645,false,5.5994,135.36,1,1
0.225,27.826,27.826,false,6.467,149.14,1,1
0.225,32.745,32.745,false,7.3816,159.73,1,1
0.225,38.535,38.535,false,8.4558,171.41,1,1
0.225,45.349,45.349,false,9.7177,184.45,1,1
0.225,53.367,53.367,false,11.2,198.72,1,1
0.225,62.803,62.803,false,12.94,214.29,1,1
0.225,73.907,73.907,false,14.723,224.71,1,1
0.225,86.975,86.975,false,16.751,234.79,1,1
0.225,102.35,102.35,false,19.128,245.67,1,1
0.225,120.45,120.45,false,21.912,257.02,1,1
0.225,141.75,141.75,false,24.896,265.89,1,1
0.225,166.81,166.81,false,27.893,270.18,1,1
0.225,196.3,196.3,false,31.38,274.76,1,1
0.225,231.01,231.01,false,35.429,279.55,1,1
0.225,271.86,271.86,false,39.196,279.09,1,1
0.225,319.93,319.93,false,43.275,278.23,1,1
0.225,376.49,376.49,false,47.94,277.54,1,1
0.225,443.06,443.06,false,51.426,268.65,1,1
0.225,521.4,521.4,false,55.238,260.13,1,1
0.225,613.59,613.59,false,59.501,252.87,1,1
0.225,722.08,722.08,false,64.212,246.27,1,1
0.225,849.75,849.75,false,67.185,233.71,1,1
0.225,1000,1000,false,69.719,220.44,1,1
0.25,0.0001,0.0001,false,0.15948,0.0011578,1,1
0.25,0.00011768,0.00011768,false,0.15953,0.0013625,1,1
0.25,0.00013849,0.00013849,false,0.15958,0.0016034,1,1
0.25,0.00016298,0.00016298,false,0.15965,0.0018868,1,1
0.25,0.00019179,0.00019179,false,0.15972,0.0022204,1,1
0.25,0.0002257,0.0002257,false,0.15981,0.002613,1,1
0.25,0.00026561,0.00026561,false,0.15991,0.0030747,1,1
0.25,0.00031257,0.00031257,false,0.16002,0.0036181,1,1
0.25,0.00036784,0.00036784,false,0.16015,0.0042576,1,1
0.25,0.00043288,0.00043288,false,0.1603,0.0050101,1,1
0.25,0.00050941,0.00050941,false,0.16046,0.0058957,1,1
0.25,0.00059948,0.00059948,false,0.16065,0.0069379,1,1
0.25,0.00070548,0.00070548,false,0.16087,0.0081622,1,1
0.25,0.00083022,0.00083022,false,0.16112,0.0096027,1,1
0.25,0.00097701,0.00097701,false,0.1614,0.011298,1,1
0.25,0.0011498,0.0011498,false,0.16172,0.013293,1,1
0.25,0.001353,0.001353,false,0.16208,0.0156,1,1
0.25,0.0015923,0.0015923,false,0.16249,0.018357,1,1
0.25,0.0018738,0.0018738,false,0.16296,0.021593,1,1
0.25,0.0022051,0.0022051,false,0.16348,0.025399,1,1
0.25,0.002595,0.002595,false,0.16407,0.029878,1,1
0.25,0.0030539,0.0030539,false,0.16473,0.035066,1,1
0.25,0.0035938,0.0035938,false,0.16548,0.041259,1,1
0.25,0.0042292,0.0042292,false,0.16632,0.048547,1,1
0.25,0.004977,0.004977,false,0.16726,0.056948,1,1
0.25,0.005857,0.005857,false,0.16831,0.066971,1,1
0.25,0.0068926,0.0068926,false,0.16949,0.078766,1,1
0.25,0.0081113,0.0081113,false,0.17081,0.092439,1,1
0.25,0.0095455,0.0095455,false,0.17228,0.10875,1,1
0.25,0.011233,0.011233,false,0.17392,0.12764,1,1
0.25,0.013219,0.013219,false,0.17575,0.15008,1,1
0.25,0.015557,0.015557,false,0.17779,0.17599,1,1
0.25,0.018307,0.018307,false,0.18006,0.20691,1,1
0.25,0.021544,0.021544,false,0.18258,0.24278,1,1
0.25,0.025354,0.025354,false,0.18539,0.28492,1,1
0.25,0.029836,0.029836,false,0.1885,0.3344,1,1
0.25,0.035112,0.035112,false,0.19196,0.3931,1,1
0.25,0.04132,0.04132,false,0.1958,0.46059,1,1
0.25,0.048626,0.048626,false,0.20007,0.54,1,1
0.25,0.057224,0.057224,false,0.2048,0.63337,1,1
0.25,0.067342,0.067342,false,0.21005,0.74158,1,1
0.25,0.079248,0.079248,false,0.21587,0.87021,1,1
0.25,0.09326,0.09326,false,0.22233,1.0205,1,1
0.25,0.10975,0.10975,false,0.22955,1.1916,1,1
0.25,0.12915,0.12915,false,0.23756,1.3954,1,1
0.25,0.15199,0.15199,false,0.24645,1.6321,1,1
0.25,0.17886,0.17886,false,0.25634,1.9099,1,1
0.25,0.21049,0.21049,false,0.26734,2.2357,1,1
0.25,0.24771,0.24771,false,0.27959,2.6116,1,1
0.25,0.29151,0.29151,false,0.29339,3.041,1,1
0.25,0.34305,0.34305,false,0.30879,3.5397,1,1
0.25,0.4037,0.4037,false,0.32601,4.1253,1,1
0.25,0.47508,0.47508,false,0.34527,4.8119,1,1
0.25,0.55908,0.55908,false,0.36686,5.6166,1,1
0.25,0.65793,0.65793,false,0.39109,6.5476,1,1
0.25,0.77426,0.77426,false,0.41862,7.559,1,1
0.25,0.91116,0.91116,false,0.44967,8.7417,1,1
0.25,1.0723,1.0723,false,0.48474,10.115,1,1
0.25,1.2619,1.2619,false,0.52441,11.723,1,1
0.25,1.485,1.485,false,0.56937,13.585,1,1
0.25,1.7475,1.7475,false,0.62043,15.759,1,1
0.25,2.0565,2.0565,false,0.67947,17.971,1,1
0.25,2.4201,2.4201,false,0.74707,20.465,1,1
0.25,2.848,2.848,false,0.82436,23.369,1,1
0.25,3.3516,3.3516,false,0.91288,26.78,1,1
0.25,3.9442,3.9442,false,1.0145,30.738,1,1
0.25,4.6416,4.6416,false,1.1312,35.317,1,1
0.25,5.4623,5.4623,false,1.2655,39.568,1,1
0.25,6.4281,6.4281,false,1.4209,44.155,1,1
0.25,7.5646,7.5646,false,1.6011,49.433,1,1
0.25,8.9022,8.9022,false,1.8102,55.648,1,1
0.25,10.476,10.476,false,2.0531,62.827,1,1
0.25,12.328,12.328,false,2.3359,71.206,1,1
0.25,14.508,14.508,false,2.6536,77.842,1,1
0.25,17.074,17.074,false,3.0213,84.529,1,1
0.25,20.092,20.092,false,3.4515,91.966,1,1
0.25,23.645,23.645,false,3.9553,100.49,1,1
0.25,27.826,27.826,false,4.5454,110.17,1,1
0.25,32.745,32.745,false,5.2332,121.05,1,1
0.25,38.535,38.535,false,5.9633,129.81,1,1
0.25,45.349,45.349,false,6.8206,139.49,1,1
0.25,53.367,53.367,false,7.8272,150.12,1,1
0.25,62.803,62.803,false,9.0091,161.93,1,1
0.25,73.907,73.907,false,10.397,174.83,1,1
0.25,86.975,86.975,false,11.817,183.6,1,1
0.25,102.35,102.35,false,13.441,192.1,1,1
0.25,120.45,120.45,false,15.344,201.05,1,1
0.25,141.75,141.75,false,17.574,210.84,1,1
0.25,166.81,166.81,false,19.954,218.2,1,1
0.25,196.3,196.3,false,22.368,222,1,1
0.25,231.01,231.01,false,25.179,226.3,1,1
0.25,271.86,271.86,false,28.446,230.77,1,1
0.25,319.93,319.93,false,31.477,230.71,1,1
0.25,376.49,376.49,false,34.794,230.46,1,1
0.25,443.06,443.06,false,38.597,230.55,1,1
0.25,521.4,521.4,false,41.427,223.28,1,1
0.25,613.59,613.59,false,44.582,216.72,1,1
0.25,722.08,722.08,false,48.113,210.96,1,1
0.25,849.75,849.75,false,52.05,206.24,1,1
0.25,1000,1000,false,54.508,195.66,1,1
0.275,0.0001,0.0001,false,0.15927,0.00082465,1,1
0.275,0.00011768,0.00011768,false,0.1593,0.00097043,1,1
0.275,0.00013849,0.00013849,false,0.15934,0.001142,1,1
0.275,0.00016298,0.00016298,false,0.15939,0.0013439,1,1
0.275,0.00019179,0.00019179,false,0.15945,0.0015815,1,1
0.275,0.0002257,0.0002257,false,0.15951,0.0018611,1,1
0.275,0.00026561,0.00026561,false,0.15958,0.0021901,1,1
0.275,0.00031257,0.00031257,false,0.15967,0.0025771,1,1
0.275,0.00036784,0.00036784,false,0.15976,0.0030326,1,1
0.275,0.00043288,0.00043288,false,0.15987,0.0035686,1,1
0.275,0.00050941,0.00050941,false,0.16,0.0041994,1,1
0.275,0.00059948,0.00059948,false,0.16014,0.0049417,1,1
0.275,0.00070548,0.00070548,false,0.16031,0.0058153,1,1
0.275,0.00083022,0.00083022,false,0.1605,0.0068415,1,1
0.275,0.00097701,0.00097701,false,0.16071,0.0080492,1,1
0.275,0.0011498,0.0011498,false,0.16095,0.0094705,1,1
0.275,0.001353,0.001353,false,0.16123,0.011143,1,1
0.275,0.0015923,0.0015923,false,0.16154,0.013076,1,1
0.275,0.0018738,0.0018738,false,0.1619,0.015387,1,1
0.275,0.0022051,0.0022051,false,0.1623,0.018099,1,1
0.275,0.002595,0.002595,false,0.16275,0.021291,1,1
0.275,0.0030539,0.0030539,false,0.16327,0.025047,1,1
0.275,0.0035938,0.0035938,false,0.16385,0.029393,1,1
0.275,0.0042292,0.0042292,false,0.1645,0.034585,1,1
0.275,0.004977,0.004977,false,0.16523,0.040695,1,1
0.275,0.005857,0.005857,false,0.16605,0.047733,1,1
0.275,0.0068926,0.0068926,false,0.16697,0.056139,1,1
0.275,0.0081113,0.0081113,false,0.16801,0.066031,1,1
0.275,0.0095455,0.0095455,false,0.16917,0.07749,1,1
0.275,0.011233,0.011233,false,0.17046,0.091165,1,1
0.275,0.013219,0.013219,false,0.1719,0.10699,1,1
0.275,0.015557,0.015557,false,0.17351,0.1258,1,1
0.275,0.018307,0.018307,false,0.17531,0.14753,1,1
0.275,0.021544,0.021544,false,0.17731,0.17346,1,1
0.275,0.025354,0.025354,false,0.17954,0.20354,1,1
0.275,0.029836,0.029836,false,0.18201,0.23886,1,1
0.275,0.035112,0.035112,false,0.18476,0.28099,1,1
0.275,0.04132,0.04132,false,0.18782,0.32949,1,1
0.275,0.048626,0.048626,false,0.19122,0.38613,1,1
0.275,0.057224,0.057224,false,0.19499,0.45275,1,1
0.275,0.067342,0.067342,false,0.19917,0.53106,1,1
0.275,0.079248,0.079248,false,0.2038,0.62308,1,1
0.275,0.09326,0.09326,false,0.20894,0.7296,1,1
0.275,0.10975,0.10975,false,0.21465,0.85531,1,1
0.275,0.12915,0.12915,false,0.22101,0.99895,1,1
0.275,0.15199,0.15199,false,0.22807,1.1701,1,1
0.275,0.17886,0.17886,false,0.23591,1.3686,1,1
0.275,0.21049,0.21049,false,0.2446,1.6016,1,1
0.275,0.24771,0.24771,false,0.25426,1.8748,1,1
0.275,0.29151,0.29151,false,0.26503,2.1927,1,1
0.275,0.34305,0.34305,false,0.27711,2.5493,1,1
0.275,0.4037,0.4037,false,0.29058,2.9737,1,1
0.275,0.47508,0.47508,false,0.30561,3.4662,1,1
0.275,0.55908,0.55908,false,0.32239,4.0436,1,1
0.275,0.65793,0.65793,false,0.34116,4.7117,1,1
0.275,0.77426,0.77426,false,0.36219,5.4995,1,1
0.275,0.91116,0.91116,false,0.38603,6.3473,1,1
0.275,1.0723,1.0723,false,0.41285,7.3442,1,1
0.275,1.2619,1.2619,false,0.44306,8.5008,1,1
0.275,1.485,1.485,false,0.47715,9.8555,1,1
0.275,1.7475,1.7475,false,0.51568,11.422,1,1
0.275,2.0565,2.0565,false,0.55932,13.252,1,1
0.275,2.4201,2.4201,false,0.60981,15.085,1,1
0.275,2.848,2.848,false,0.66733,17.197,1,1
0.275,3.3516,3.3516,false,0.73291,19.656,1,1
0.275,3.9442,3.9442,false,0.80779,22.542,1,1
0.275,4.6416,4.6416,false,0.89345,25.886,1,1
0.275,5.4623,5.4623,false,0.99162,29.793,1,1
0.275,6.4281,6.4281,false,1.1046,33.268,1,1
0.275,7.5646,7.5646,false,1.235,37.173,1,1
0.275,8.9022,8.9022,false,1.3858,41.668,1,1
0.275,10.476,10.476,false,1.5605,46.963,1,1
0.275,12.328,12.328,false,1.763,53.083,1,1
0.275,14.508,14.508,false,1.9981,60.292,1,1
0.275,17.074,17.074,false,2.2606,65.44,1,1
0.275,20.092,20.092,false,2.5656,70.954,1,1
0.275,23.645,23.645,false,2.9221,77.162,1,1
0.275,27.826,27.826,false,3.3389,84.189,1,1
0.275,32.745,32.745,false,3.8266,92.184,1,1
0.275,38.535,38.535,false,4.3875,100.85,1,1
0.275,45.349,45.349,false,4.9926,108.35,1,1
0.275,53.367,53.367,false,5.7026,116.5,1,1
0.275,62.803,62.803,false,6.536,125.58,1,1
0.275,73.907,73.907,false,7.5142,135.69,1,1
0.275,86.975,86.975,false,8.6622,146.56,1,1
0.275,102.35,102.35,false,9.8183,153.4,1,1
0.275,120.45,120.45,false,11.167,160.82,1,1
0.275,141.75,141.75,false,12.749,168.62,1,1
0.275,166.81,166.81,false,14.602,177.14,1,1
0.275,196.3,196.3,false,16.528,182.96,1,1
0.275,231.01,231.01,false,18.543,186.52,1,1
0.275,271.86,271.86,false,20.889,190.3,1,1
0.275,319.93,319.93,false,23.619,194.42,1,1
0.275,376.49,376.49,false,26.078,194.37,1,1
0.275,443.06,443.06,false,28.866,194.53,1,1
0.275,521.4,521.4,false,31.945,194.26,1,1
0.275,613.59,613.59,false,34.323,188.31,1,1
0.275,722.08,722.08,false,37.009,183.26,1,1
0.275,849.75,849.75,false,40.023,178.85,1,1
0.275,1000,1000,false,43.382,175.14,1,1
0.3,0.0001,0.0001,false,0.15909,0.00060492,1,1
0.3,0.00011768,0.00011768,false,0.15912,0.00071186,1,1
0.3,0.00013849,0.00013849,false,0.15915,0.00083771,1,1
0.3,0.00016298,0.00016298,false,0.15918,0.00098581,1,1
0.3,0.00019179,0.00019179,false,0.15923,0.0011601,1,1
0.3,0.0002257,0.0002257,false,0.15927,0.0013652,1,1
0.3,0.00026561,0.00026561,false,0.15933,0.0016066,1,1
0.3,0.00031257,0.00031257,false,0.15939,0.0018906,1,1
0.3,0.00036784,0.00036784,false,0.15947,0.0022247,1,1
0.3,0.00043288,0.00043288,false,0.15955,0.0026179,1,1
0.3,0.00050941,0.00050941,false,0.15965,0.0030806,1,1
0.3,0.00059948,0.00059948,false,0.15976,0.0036252,1,1
0.3,0.00070548,0.00070548,false,0.15989,0.004266,1,1
0.3,0.00083022,0.00083022,false,0.16003,0.0050199,1,1
